,DataSystem,Affiliation,Country,stand_affil,similarity_method,stand_country,stand_flemish,stand_GROUP,stand_QH
1740,RegisteredUsers_Dataservices_Aphia_ETN,Universität Hamburg,Germany,['University of Hamburg'],,,,,
1741,RegisteredUsers_Dataservices_Aphia_ETN,Universität Bonn,Germany,['University of Bonn'],,,,,
1742,RegisteredUsers_Dataservices_Aphia_ETN,University of Sheffield,UK,['University of Sheffield'],,,,,
1743,RegisteredUsers_Dataservices_Aphia_ETN,MariLim aquatic research GmbH,Germany,['MariLim GmbH - Aquatic research'],,,,,
1744,RegisteredUsers_Dataservices_Aphia_ETN,Ghent University,Belgium,['Ghent University'],,,,,
1745,RegisteredUsers_Dataservices_Aphia_ETN,Muséum National d'Histoire Naturelle (MNHN),France,['MNHN National Museum of Natural History'],,,,,
1746,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1747,RegisteredUsers_Dataservices_Aphia_ETN,personal,United Kingdom,personal,x,,,personal interest,Civil society
1748,RegisteredUsers_Dataservices_Aphia_ETN,Marine Biological Association (MBA),UK,['Marine Biological Association (MBA)'],,,,,
1749,RegisteredUsers_Dataservices_Aphia_ETN,Museum für Naturkunde Berlin,Germany,['Museum für Naturkunde'],,,,,
1750,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1751,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1752,RegisteredUsers_Dataservices_Aphia_ETN,Japan Agency for Marine-Earth Science and Technology,Japan,['JAMSTEC (Japan Agency for Marine-Earth Science and Technology)'],,,,,
1753,RegisteredUsers_Dataservices_Aphia_ETN,DNV GL Group,Global,['DNV GL Group'],,,,,
1754,RegisteredUsers_Dataservices_Aphia_ETN,University of Southern Denmark,Denmark,['University of Southern Denmark'],,,,,
1755,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1756,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1757,RegisteredUsers_Dataservices_Aphia_ETN,Mount Allison University,Canada,['Mount Allison University'],,,,,
1758,RegisteredUsers_Dataservices_Aphia_ETN,Ghent University,Belgium,['Ghent University'],,,,,
1759,RegisteredUsers_Dataservices_Aphia_ETN,Peggy Notebaert Nature Museum - Chicago Academy of Sciences,USA,['Chicago Academy of Sciences - Peggy Notebaert Nature Museum'],,,,,
1760,RegisteredUsers_Dataservices_Aphia_ETN,Dalhousie University,Canada,['Dalhousie University'],,,,,
1761,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1762,RegisteredUsers_Dataservices_Aphia_ETN,Government of Canada - Fisheries and Oceans Canada,Canada,['Government of Canada - Fisheries and Oceans Canada'],,,,,
1763,RegisteredUsers_Dataservices_Aphia_ETN,Research Institute for Agriculture Fisheries and Food (ILVO),Belgium,"ILVO Flanders Research Institute for Agriculture, Fisheries and Food",x,Belgium,x,Research institute,Science
1764,RegisteredUsers_Dataservices_Aphia_ETN,Howard University,USA,['Howard University'],,,,,
1765,RegisteredUsers_Dataservices_Aphia_ETN,Brazilian Institute of Environment and Renewable Natural Resources (IBAMA),Brazil,['Brazil government - Brazilian Institute of Environment and Renewable Natural Resources (IBAMA)'],,,,,
1766,RegisteredUsers_Dataservices_Aphia_ETN,Government of Canada - Fisheries and Oceans Canada,Canada,['Government of Canada - Fisheries and Oceans Canada'],,,,,
1767,RegisteredUsers_Dataservices_Aphia_ETN,Station Biologique de Roscoff,France,['Station Biologique de Roscoff'],,,,,
1768,RegisteredUsers_Dataservices_Aphia_ETN,Deakin University,Australia,['Deakin University'],,,,,
1769,RegisteredUsers_Dataservices_Aphia_ETN,The Field Museum,USA,['The Field Museum'],,,,,
1770,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1771,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1772,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1773,RegisteredUsers_Dataservices_Aphia_ETN,Schubartiana,Germany ,['Schubartiana'],,,,,
1774,RegisteredUsers_Dataservices_Aphia_ETN,University of Copenhagen - Natural History Museum of Denmark,Denmark,['University of Copenhagen - Natural History Museum of Denmark'],,,,,
1775,RegisteredUsers_Dataservices_Aphia_ETN,Universität Bonn,Germany,['University of Bonn'],,,,,
1776,RegisteredUsers_Dataservices_Aphia_ETN,Virginia Polytechnic Institute and State University,USA,['Virginia Polytechnic Institute and State University'],,,,,
1777,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1778,RegisteredUsers_Dataservices_Aphia_ETN,University of East Anglia,UK,['University of East Anglia (UEA)'],,,,,
1779,RegisteredUsers_Dataservices_Aphia_ETN,Schubartiana,Germany ,['Schubartiana'],,,,,
1780,RegisteredUsers_Dataservices_Aphia_ETN,Naturhistorisches Museum Wien,Austria,['Museum of Natural History Vienna'],,,,,
1781,RegisteredUsers_Dataservices_Aphia_ETN,Staatliche Naturwissenschaftliche Sammlungen Bayerns,Germany,"['Bavarian Natural History Collections (Staatliche Naturwissenschaftliche Sammlungen Bayerns, SNSB)']",,,,,
1782,RegisteredUsers_Dataservices_Aphia_ETN,Bloom Association,France,['Bloom Association'],,,,,
1783,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1784,RegisteredUsers_Dataservices_Aphia_ETN,Dalhousie University,Canada,['Dalhousie University'],,,,,
1785,RegisteredUsers_Dataservices_Aphia_ETN,University of Aberdeen,United Kingdom,['University of Aberdeen'],,,,,
1786,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1787,RegisteredUsers_Dataservices_Aphia_ETN,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,['RBINS Royal Belgian Institute of Natural Sciences (RBINS)'],,,,,
1788,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1789,RegisteredUsers_Dataservices_Aphia_ETN,Norwegian Institute for Nature Research (NINA),Norway,['Norwegian Institute for Nature Research (NINA)'],,,,,
1790,RegisteredUsers_Dataservices_Aphia_ETN,Marine & Commercial Weather Consultancy ,Gibraltar,['Marine & Commercial Weather Consultancy '],,,,,
1791,RegisteredUsers_Dataservices_Aphia_ETN,University of Groningen (RuG),Netherlands,['University of Groningen (RUG)'],,,,,
1792,RegisteredUsers_Dataservices_Aphia_ETN,Università Firenze,Italy,['University of Firenze'],,,,,
1793,RegisteredUsers_Dataservices_Aphia_ETN,University of Colorado Boulder,USA,['University of Colorado Boulder'],,,,,
1794,RegisteredUsers_Dataservices_Aphia_ETN,Hellenic Centre for Marine Research (HCMR),Greece,['HCMR (Hellenic Centre for Marine Research)'],,,,,
1795,RegisteredUsers_Dataservices_Aphia_ETN,Dalhousie University,Canada,['Dalhousie University'],,,,,
1796,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1797,RegisteredUsers_Dataservices_Aphia_ETN,Facultad de Ciencias - Universidad Nacional Autonoma de México,Mexico,['National Autonomous University of Mexico (UNAM) - Faculty of Sciences'],,,,,
1798,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1799,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1800,RegisteredUsers_Dataservices_Aphia_ETN,Facultad de Ciencias - Universidad Nacional Autonoma de México,Mexico,['National Autonomous University of Mexico (UNAM) - Faculty of Sciences'],,,,,
1801,RegisteredUsers_Dataservices_Aphia_ETN,Centro Nacional Patagónico Centro Científico Tecnológico del Consejo Nacional de Investigaciones Científicas y Técnicas (CENPAT),Argentina,"CONICET - Centro Nacional Patagónico, Centro Científico Tecnológico (CCT CENPAT)",x,,,,
1802,RegisteredUsers_Dataservices_Aphia_ETN,Ghent University,Belgium,['Ghent University'],,,,,
1803,RegisteredUsers_Dataservices_Aphia_ETN,United States Navy,USA,['US Navy'],,,,,
1804,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1805,RegisteredUsers_Dataservices_Aphia_ETN,Agharkar Research Institute,India,['Agharkar Research Institute'],,,,,
1806,RegisteredUsers_Dataservices_Aphia_ETN,Drexel University,USA,['Drexel University'],,,,,
1807,RegisteredUsers_Dataservices_Aphia_ETN,Universidad Nacional de la Plata,Argentina,['National University of La Plata'],,,,,
1808,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1809,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1810,RegisteredUsers_Dataservices_Aphia_ETN,Van Hall Larenstein University of Applied Sciences,Netherlands,['Van Hall Larenstein University of Applied Sciences'],,,,,
1811,RegisteredUsers_Dataservices_Aphia_ETN,Luxembourg Institute of Science and Technology,Luxembourg,['Luxembourg Institute of Science and Technology'],,,,,
1812,RegisteredUsers_Dataservices_Aphia_ETN,Luxembourg Institute of Science and Technology,Luxembourg,['Luxembourg Institute of Science and Technology'],,,,,
1813,RegisteredUsers_Dataservices_Aphia_ETN,Natural History Museum (NHM),UK,['NHM (Natural History Museum)'],,,,,
1814,RegisteredUsers_Dataservices_Aphia_ETN,North-West University,South Africa,['North-West University (NWU)'],,,,,
1815,RegisteredUsers_Dataservices_Aphia_ETN,Plantentuin Meise,Belgium,['Plantentuin Meise'],,,,,
1816,RegisteredUsers_Dataservices_Aphia_ETN,University of Szczecin,Poland,['University of Szczecin'],,,,,
1817,RegisteredUsers_Dataservices_Aphia_ETN,University of Szczecin,Poland,['University of Szczecin'],,,,,
1818,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1819,RegisteredUsers_Dataservices_Aphia_ETN,Universidad Nacional de la Plata,Argentina,['National University of La Plata'],,,,,
1820,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1821,RegisteredUsers_Dataservices_Aphia_ETN,French National Institute for Agricultural Research (INRA),France,['INRA French National Institute for Agricultural Research'],,,,,
1822,RegisteredUsers_Dataservices_Aphia_ETN,University of Léon,Spain,['University of Léon'],,,,,
1823,RegisteredUsers_Dataservices_Aphia_ETN,Blue Water Metrics,USA,['Blue Water Metrics'],,,,,
1824,RegisteredUsers_Dataservices_Aphia_ETN,University of Hong Kong,Hong Kong,['University of Hong Kong'],,,,,
1825,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1826,RegisteredUsers_Dataservices_Aphia_ETN,Ghent University,Belgium,['Ghent University'],,,,,
1827,RegisteredUsers_Dataservices_Aphia_ETN,University of Lodz - Faculty of Biology and Environmental Protection,Poland,['University of Lodz - Faculty of Biology and Environmental Protection'],,,,,
1828,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1829,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1830,RegisteredUsers_Dataservices_Aphia_ETN,Senckenberg – Leibniz Institution for Biodiversity and Earth System Research,Germany,['Leibniz Institute for Biodiversity and Earth System Research'],,,,,
1831,RegisteredUsers_Dataservices_Aphia_ETN,University of Lodz - Faculty of Biology and Environmental Protection,Poland,['University of Lodz - Faculty of Biology and Environmental Protection'],,,,,
1832,RegisteredUsers_Dataservices_Aphia_ETN,University of Lodz - Faculty of Biology and Environmental Protection,Poland,['University of Lodz - Faculty of Biology and Environmental Protection'],,,,,
1833,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1834,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1835,RegisteredUsers_Dataservices_Aphia_ETN,Institute of Oceanology of the Polish Academy of Sciences (IOPAN),Poland,['Polish Academy of Sciences - Institute of Oceanology of the Polish Academy of Sciences (IOPAN)'],,,,,
1836,RegisteredUsers_Dataservices_Aphia_ETN,Temple University,USA,['Temple University'],,,,,
1837,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1838,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1839,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1840,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1841,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1842,RegisteredUsers_Dataservices_Aphia_ETN,Institute for Environmental and Nature Protection - Ministry of Environment and Energy of the Republic of Croatia,Croatia,['Croatia government - Ministry of Environment and Energy of the Republic of Croatia - Institute for Environmental and Nature Protection'],,,,,
1843,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1844,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1845,RegisteredUsers_Dataservices_Aphia_ETN,University of Maine,USA,['University of Maine'],,,,,
1846,RegisteredUsers_Dataservices_Aphia_ETN,Ghent University,Belgium,['Ghent University'],,,,,
1847,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1848,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1849,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1850,RegisteredUsers_Dataservices_Aphia_ETN,George Washington University,USA,['George Washington University (GWU)'],,,,,
1851,RegisteredUsers_Dataservices_Aphia_ETN,Research Institute for Nature and Forest (INBO),Belgium,['INBO Research Institute for Nature and Forest'],,,,,
1852,RegisteredUsers_Dataservices_Aphia_ETN,North-West University,South Africa,['North-West University (NWU)'],,,,,
1853,RegisteredUsers_Dataservices_Aphia_ETN,University of Connecticut,USA,['University of Connecticut'],,,,,
1854,RegisteredUsers_Dataservices_Aphia_ETN,University of Queensland,Australia,['University of Queensland'],,,,,
1855,RegisteredUsers_Dataservices_Aphia_ETN,Flanders Marine Institute (VLIZ),Belgium,['VLIZ Flanders Marine Institute'],,,,,
1856,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1857,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1858,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1859,RegisteredUsers_Dataservices_Aphia_ETN,Ghent University,Belgium,['Ghent University'],,,,,
1860,RegisteredUsers_Dataservices_Aphia_ETN,European Marine Observation and Data Network (EMODnet),Europe,['EMODnet (European Marine Observation and Data Network)'],,,,,
1861,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1862,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1863,RegisteredUsers_Dataservices_Aphia_ETN,Eurofins Scientific,Luxembourg,['Eurofins Scientific'],,,,,
1864,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1865,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1866,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1867,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1868,RegisteredUsers_Dataservices_Aphia_ETN,Hampden-Sydney College,USA,['Hampden-Sydney College'],,,,,
1869,RegisteredUsers_Dataservices_Aphia_ETN,Jan De Nul Group,Belgium,['Jan De Nul Group'],,,,,
1870,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1871,RegisteredUsers_Dataservices_Aphia_ETN,University of Cambridge,UK,['University of Cambridge'],,,,,
1872,RegisteredUsers_Dataservices_Aphia_ETN,Fish Vet Group Limited,UK,['Fish Vet Group Limited'],,,,,
1873,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1874,RegisteredUsers_Dataservices_Aphia_ETN,World Register of Marine Species (WoRMS),Global,['WoRMS World Register of Marine Species'],,,,,
1875,RegisteredUsers_Dataservices_Aphia_ETN,Monterey Bay Aquarium Research Institute,USA,['Monterey Bay Aquarium Research Institute (MBARI)'],,,,,
1876,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1877,RegisteredUsers_Dataservices_Aphia_ETN,Naturhistorisches Museum Bern,Switzerland,['Natural History Museum of Bern'],,,,,
1878,RegisteredUsers_Dataservices_Aphia_ETN,Naturhistorisches Museum Wien,Austria,['Museum of Natural History Vienna'],,,,,
1879,RegisteredUsers_Dataservices_Aphia_ETN,University of Dubrovnik,Croatia,['University of Dubrovnik'],,,,,
1880,RegisteredUsers_Dataservices_Aphia_ETN,personal,,personal,x,,,personal interest,Civil society
1881,RegisteredUsers_Dataservices_Aphia_ETN,Puerto de Celeiro S.A.,Spain,['Puerto de Celeiro S.A.'],,,,,
